date,item,sales,year,month,wk_num,wk_day_numb,forecast
2014-01-04,1,20.0,2014,1,1,5,
2014-01-05,1,17.0,2014,1,1,6,
2014-01-06,1,14.0,2014,1,2,0,
2014-01-07,1,11.0,2014,1,2,1,
2014-01-08,1,12.0,2014,1,2,2,
2014-01-09,1,17.0,2014,1,2,3,
2014-01-10,1,12.0,2014,1,2,4,
2014-01-11,1,17.0,2014,1,2,5,
2014-01-12,1,12.0,2014,1,2,6,
2014-01-13,1,12.0,2014,1,3,0,
2014-01-14,1,17.0,2014,1,3,1,
2014-01-15,1,17.0,2014,1,3,2,
2014-01-16,1,15.0,2014,1,3,3,
2014-01-17,1,18.0,2014,1,3,4,
2014-01-18,1,15.0,2014,1,3,5,
2014-01-19,1,12.0,2014,1,3,6,
2014-01-20,1,6.0,2014,1,4,0,
2014-01-21,1,7.0,2014,1,4,1,
2014-01-22,1,21.0,2014,1,4,2,
2014-01-23,1,18.0,2014,1,4,3,
2014-01-24,1,18.0,2014,1,4,4,
2014-01-25,1,21.0,2014,1,4,5,
2014-01-26,1,16.0,2014,1,4,6,
2014-01-27,1,8.0,2014,1,5,0,
2014-01-28,1,6.0,2014,1,5,1,
2014-01-29,1,13.0,2014,1,5,2,
2014-01-30,1,11.0,2014,1,5,3,
2014-01-31,1,18.0,2014,1,5,4,
2014-02-01,1,13.0,2014,2,5,5,
2014-02-02,1,16.0,2014,2,5,6,
2014-02-03,1,10.0,2014,2,6,0,
2014-02-04,1,9.0,2014,2,6,1,
2014-02-05,1,21.0,2014,2,6,2,
2014-02-06,1,17.0,2014,2,6,3,
2014-02-07,1,15.0,2014,2,6,4,
2014-02-08,1,15.0,2014,2,6,5,
2014-02-09,1,18.0,2014,2,6,6,
2014-02-10,1,10.0,2014,2,7,0,
2014-02-11,1,10.0,2014,2,7,1,
2014-02-12,1,9.0,2014,2,7,2,
2014-02-13,1,22.0,2014,2,7,3,
2014-02-14,1,20.0,2014,2,7,4,
2014-02-15,1,20.0,2014,2,7,5,
2014-02-16,1,13.0,2014,2,7,6,
2014-02-17,1,11.0,2014,2,8,0,
2014-02-18,1,11.0,2014,2,8,1,
2014-02-19,1,16.0,2014,2,8,2,
2014-02-20,1,19.0,2014,2,8,3,
2014-02-21,1,16.0,2014,2,8,4,
2014-02-22,1,17.0,2014,2,8,5,
2014-02-23,1,13.0,2014,2,8,6,
2014-02-24,1,7.0,2014,2,9,0,
2014-02-25,1,14.0,2014,2,9,1,
2014-02-26,1,17.0,2014,2,9,2,
2014-02-27,1,10.0,2014,2,9,3,
2014-02-28,1,16.0,2014,2,9,4,
2014-03-01,1,20.0,2014,3,9,5,
2014-03-02,1,15.0,2014,3,9,6,
2014-03-03,1,12.0,2014,3,10,0,
2014-03-04,1,11.0,2014,3,10,1,
2014-03-05,1,18.0,2014,3,10,2,
2014-03-06,1,19.0,2014,3,10,3,
2014-03-07,1,21.0,2014,3,10,4,
2014-03-08,1,14.0,2014,3,10,5,
2014-03-09,1,21.0,2014,3,10,6,
2014-03-10,1,13.0,2014,3,11,0,
2014-03-11,1,14.0,2014,3,11,1,
2014-03-12,1,24.0,2014,3,11,2,
2014-03-13,1,17.0,2014,3,11,3,
2014-03-14,1,16.0,2014,3,11,4,
2014-03-15,1,22.0,2014,3,11,5,
2014-03-16,1,31.0,2014,3,11,6,
2014-03-17,1,19.0,2014,3,12,0,
2014-03-18,1,17.0,2014,3,12,1,
2014-03-19,1,24.0,2014,3,12,2,
2014-03-20,1,21.0,2014,3,12,3,
2014-03-21,1,18.0,2014,3,12,4,
2014-03-22,1,20.0,2014,3,12,5,
2014-03-23,1,25.0,2014,3,12,6,
2014-03-24,1,4.0,2014,3,13,0,
2014-03-25,1,15.0,2014,3,13,1,
2014-03-26,1,17.0,2014,3,13,2,
2014-03-27,1,17.0,2014,3,13,3,
2014-03-28,1,16.0,2014,3,13,4,
2014-03-29,1,18.0,2014,3,13,5,
2014-03-30,1,15.0,2014,3,13,6,
2014-03-31,1,15.0,2014,3,14,0,
2014-04-01,1,19.0,2014,4,14,1,
2014-04-02,1,11.0,2014,4,14,2,
2014-04-03,1,16.0,2014,4,14,3,
2014-04-04,1,17.0,2014,4,14,4,
2014-04-05,1,21.0,2014,4,14,5,
2014-04-06,1,26.0,2014,4,14,6,
2014-04-07,1,19.0,2014,4,15,0,
2014-04-08,1,19.0,2014,4,15,1,
2014-04-09,1,20.0,2014,4,15,2,
2014-04-10,1,18.0,2014,4,15,3,
2014-04-11,1,23.0,2014,4,15,4,
2014-04-12,1,19.0,2014,4,15,5,
2014-04-13,1,22.0,2014,4,15,6,
2014-04-14,1,20.0,2014,4,16,0,
2014-04-15,1,22.0,2014,4,16,1,
2014-04-16,1,20.0,2014,4,16,2,
2014-04-17,1,18.0,2014,4,16,3,
2014-04-18,1,20.0,2014,4,16,4,
2014-04-19,1,22.0,2014,4,16,5,
2014-04-20,1,22.0,2014,4,16,6,
2014-04-21,1,17.0,2014,4,17,0,
2014-04-22,1,12.0,2014,4,17,1,
2014-04-23,1,16.0,2014,4,17,2,
2014-04-24,1,25.0,2014,4,17,3,
2014-04-25,1,22.0,2014,4,17,4,
2014-04-26,1,21.0,2014,4,17,5,
2014-04-27,1,20.0,2014,4,17,6,
2014-04-28,1,15.0,2014,4,18,0,
2014-04-29,1,18.0,2014,4,18,1,
2014-04-30,1,13.0,2014,4,18,2,
2014-05-01,1,22.0,2014,5,18,3,
2014-05-02,1,19.0,2014,5,18,4,
2014-05-03,1,22.0,2014,5,18,5,
2014-05-04,1,23.0,2014,5,18,6,
2014-05-05,1,21.0,2014,5,19,0,
2014-05-06,1,19.0,2014,5,19,1,
2014-05-07,1,21.0,2014,5,19,2,
2014-05-08,1,15.0,2014,5,19,3,
2014-05-09,1,18.0,2014,5,19,4,
2014-05-10,1,16.0,2014,5,19,5,
2014-05-11,1,27.0,2014,5,19,6,
2014-05-12,1,16.0,2014,5,20,0,
2014-05-13,1,22.0,2014,5,20,1,
2014-05-14,1,21.0,2014,5,20,2,
2014-05-15,1,22.0,2014,5,20,3,
2014-05-16,1,23.0,2014,5,20,4,
2014-05-17,1,18.0,2014,5,20,5,
2014-05-18,1,36.0,2014,5,20,6,
2014-05-19,1,12.0,2014,5,21,0,
2014-05-20,1,23.0,2014,5,21,1,
2014-05-21,1,16.0,2014,5,21,2,
2014-05-22,1,25.0,2014,5,21,3,
2014-05-23,1,28.0,2014,5,21,4,
2014-05-24,1,25.0,2014,5,21,5,
2014-05-25,1,20.0,2014,5,21,6,
2014-05-26,1,15.0,2014,5,22,0,
2014-05-27,1,13.0,2014,5,22,1,
2014-05-28,1,13.0,2014,5,22,2,
2014-05-29,1,20.0,2014,5,22,3,
2014-05-30,1,29.0,2014,5,22,4,
2014-05-31,1,31.0,2014,5,22,5,
2014-06-01,1,24.0,2014,6,22,6,
2014-06-02,1,16.0,2014,6,23,0,
2014-06-03,1,23.0,2014,6,23,1,
2014-06-04,1,20.0,2014,6,23,2,
2014-06-05,1,24.0,2014,6,23,3,
2014-06-06,1,23.0,2014,6,23,4,
2014-06-07,1,27.0,2014,6,23,5,
2014-06-08,1,29.0,2014,6,23,6,
2014-06-09,1,18.0,2014,6,24,0,
2014-06-10,1,14.0,2014,6,24,1,
2014-06-11,1,22.0,2014,6,24,2,
2014-06-12,1,22.0,2014,6,24,3,
2014-06-13,1,25.0,2014,6,24,4,
2014-06-14,1,29.0,2014,6,24,5,
2014-06-15,1,33.0,2014,6,24,6,
2014-06-16,1,25.0,2014,6,25,0,
2014-06-17,1,32.0,2014,6,25,1,
2014-06-18,1,20.0,2014,6,25,2,
2014-06-19,1,22.0,2014,6,25,3,
2014-06-20,1,19.0,2014,6,25,4,
2014-06-21,1,26.0,2014,6,25,5,
2014-06-22,1,37.0,2014,6,25,6,
2014-06-23,1,19.0,2014,6,26,0,
2014-06-24,1,24.0,2014,6,26,1,
2014-06-25,1,21.0,2014,6,26,2,
2014-06-26,1,18.0,2014,6,26,3,
2014-06-27,1,29.0,2014,6,26,4,
2014-06-28,1,34.0,2014,6,26,5,
2014-06-29,1,19.0,2014,6,26,6,
2014-06-30,1,16.0,2014,6,27,0,
2014-07-01,1,16.0,2014,7,27,1,
2014-07-02,1,24.0,2014,7,27,2,
2014-07-03,1,25.0,2014,7,27,3,
2014-07-04,1,28.0,2014,7,27,4,
2014-07-05,1,25.0,2014,7,27,5,
2014-07-06,1,34.0,2014,7,27,6,
2014-07-07,1,16.0,2014,7,28,0,
2014-07-08,1,25.0,2014,7,28,1,
2014-07-09,1,27.0,2014,7,28,2,
2014-07-10,1,23.0,2014,7,28,3,
2014-07-11,1,25.0,2014,7,28,4,
2014-07-12,1,22.0,2014,7,28,5,
2014-07-13,1,24.0,2014,7,28,6,
2014-07-14,1,21.0,2014,7,29,0,
2014-07-15,1,24.0,2014,7,29,1,
2014-07-16,1,17.0,2014,7,29,2,
2014-07-17,1,26.0,2014,7,29,3,
2014-07-18,1,25.0,2014,7,29,4,
2014-07-19,1,31.0,2014,7,29,5,
2014-07-20,1,26.0,2014,7,29,6,
2014-07-21,1,21.0,2014,7,30,0,
2014-07-22,1,30.0,2014,7,30,1,
2014-07-23,1,19.0,2014,7,30,2,
2014-07-24,1,26.0,2014,7,30,3,
2014-07-25,1,24.0,2014,7,30,4,
2014-07-26,1,29.0,2014,7,30,5,
2014-07-27,1,35.0,2014,7,30,6,
2014-07-28,1,11.0,2014,7,31,0,
2014-07-29,1,19.0,2014,7,31,1,
2014-07-30,1,25.0,2014,7,31,2,
2014-07-31,1,23.0,2014,7,31,3,
2014-08-01,1,12.0,2014,8,31,4,
2014-08-02,1,23.0,2014,8,31,5,
2014-08-03,1,27.0,2014,8,31,6,
2014-08-04,1,20.0,2014,8,32,0,
2014-08-05,1,19.0,2014,8,32,1,
2014-08-06,1,25.0,2014,8,32,2,
2014-08-07,1,21.0,2014,8,32,3,
2014-08-08,1,27.0,2014,8,32,4,
2014-08-09,1,27.0,2014,8,32,5,
2014-08-10,1,22.0,2014,8,32,6,
2014-08-11,1,22.0,2014,8,33,0,
2014-08-12,1,20.0,2014,8,33,1,
2014-08-13,1,11.0,2014,8,33,2,
2014-08-14,1,17.0,2014,8,33,3,
2014-08-15,1,21.0,2014,8,33,4,
2014-08-16,1,20.0,2014,8,33,5,
2014-08-17,1,31.0,2014,8,33,6,
2014-08-18,1,25.0,2014,8,34,0,
2014-08-19,1,15.0,2014,8,34,1,
2014-08-20,1,21.0,2014,8,34,2,
2014-08-21,1,20.0,2014,8,34,3,
2014-08-22,1,21.0,2014,8,34,4,
2014-08-23,1,26.0,2014,8,34,5,
2014-08-24,1,26.0,2014,8,34,6,
2014-08-25,1,12.0,2014,8,35,0,
2014-08-26,1,25.0,2014,8,35,1,
2014-08-27,1,21.0,2014,8,35,2,
2014-08-28,1,19.0,2014,8,35,3,
2014-08-29,1,17.0,2014,8,35,4,
